_id,title,rotten_tomato_rating,audience_rating,director,writers,top_5_billed
5f186c75eec2a42d5d9cd0e8,Beyond Borders,14%,72%,['Martin Campbell'],['Caspian Tredwell-Owen'],"['Angelina Jolie ', 'Clive Owen ', 'Teri Polo ', 'Linus Roache ', 'Noah Emmerich ']"
5f186c8deec2a42d5d9cd0e9,The Ridiculous 6,0%,34%,['Frank Coraci'],"['Tim Herlihy', ' Adam Sandler']","['Adam Sandler ', 'Terry Crews ', 'Taylor Lautner ', 'Steve Buscemi ', 'Danny Trejo ']"
5f186c9beec2a42d5d9cd0ea,Sherlock Gnomes,27%,35%,['John Stevenson'],['Ben Zazove'],"['James McAvoy ', 'Emily Blunt ', 'Johnny DeppChiwetel Ejiofor ', 'Maggie SmithMichael CaineAshley JensenMatt LucasStephen MerchantMary J. Blige ', 'View All ']"
5f186ca6eec2a42d5d9cd0eb,The Kid Who Would Be King,89%,56%,['Joe Cornish'],['Joe Cornish'],"['Louis Ashbourne Serkis ', 'Patrick Stewart ', 'Rebecca Ferguson ', 'Dean Chaumoo Tom Taylor (L) Rhianna Dorris Angus ImrieView All ']"
5f186cb7eec2a42d5d9cd0ec,Deadpool,85%,90%,['Tim Miller'],"['Rhett Reese', ' Paul Wernick']","['Ryan Reynolds ', 'Morena Baccarin ', '', '', '']"
5f186cc3eec2a42d5d9cd0ed,American Sniper,72%,84%,['Clint Eastwood'],['Jason Hall'],"['Bradley Cooper ', 'Sienna Miller ', 'Luke Grimes ', 'Kyle Gallner ', 'Ben Reed ']"
5f186cd1eec2a42d5d9cd0ee,Rambo III,37%,45%,['Peter MacDonald'],"['Sylvester Stallone', ' Sheldon Lettich', ' Harry Kleiner']","['Sylvester Stallone ', 'Richard Crenna ', 'Marc de Jonge ', 'Kurtwood Smith ', 'Spiros Focás ']"
5f186ce3eec2a42d5d9cd0ef,Red Tails,40%,58%,['Anthony Hemingway'],"['John Ridley', ' Aaron McGruder']","['Terrence Howard ', 'Cuba Gooding Jr. ', 'Bryan Cranston ', 'Nate Parker ', 'David Oyelowo ']"
5f186cf0eec2a42d5d9cd0f0,Just Like Heaven,55%,75%,['Mark Waters (VIII)'],"['Peter Tolan', ' Leslie Dixon']","['Reese Witherspoon ', 'Mark Ruffalo ', 'Donal Logue ', 'Dina Waters ', 'Ben Shenkman ']"
5f186cfaeec2a42d5d9cd0f1,The Internship,34%,51%,['Shawn Levy'],"['Vince Vaughn', ' Jared Stern']","['Owen Wilson ', 'Joanna GarciaVince Vaughn ', 'Aasif MandviMax Minghella ', 'Josh Gad ', 'Tiya Sircar ']"
5f186d08eec2a42d5d9cd0f2,The Flintstones in Viva Rock Vegas,25%,21%,['Brian Levant'],"['Harry Elfont', ' Deborah Kaplan', ' Jim Cash', ' Jack Epps', ' Jr.']","['Mark Addy ', 'Stephen Baldwin ', 'Kristen Johnston ', 'Jane Krakowski ', 'Thomas Gibson ']"
5f186d16eec2a42d5d9cd0f3,Leatherheads,51%,38%,['George Clooney'],"['Duncan Brantley', ' Rick Reilly']","['George Clooney ', 'Renée Zellweger ', 'John Krasinski ', 'Stephen Root ', 'Jonathan Pryce ']"
5f186d21eec2a42d5d9cd0f4,Life,50%,77%,['Ted Demme'],"['Robert Ramsey', ' Matthew Stone']","['Eddie Murphy ', 'Martin Lawrence ', 'Ned Beatty ', 'Obba Babatundé ', 'Bernie Mac ']"
5f186d33eec2a42d5d9cd0f5,Sex and the City,49%,77%,['Michael Patrick King'],"['Candace Bushnell', ' Michael Patrick King']","['Sarah Jessica Parker ', 'Kim Cattrall ', 'Cynthia Nixon ', 'Kristin Davis ', 'Chris Noth ']"
5f186d41eec2a42d5d9cd0f6,Resident Evil: Afterlife,22%,48%,"['Paul W.S. Anderson', ' Russell Mulcahy']",['Paul W.S. Anderson'],"['Milla Jovovich ', 'Ali Larter ', 'Kim Coates ', 'Shawn Roberts ', 'Sergio Peris-Mencheta ']"
5f186d50eec2a42d5d9cd0f7,Ghost Rider: Spirit of Vengeance,18%,32%,"['Brian Taylor', ' Mark Neveldine']","['Mark Neveldine', ' Brian Taylor', ' David S. Goyer', ' Scott M. Gimple', ' Seth Hoffman']","['Nicolas Cage ', 'Ciarán Hinds ', 'Violante Placido ', 'Idris Elba ', 'Johnny Whitworth ']"
5f186d5eeec2a42d5d9cd0f8,Dragonheart,50%,60%,['Rob Cohen'],"['Charles Edward Pogue', ' Charles E. Pogue', ' Patrick Read Johnson']","['Dennis Quaid ', 'David Thewlis ', 'Pete Postlethwaite ', 'Dina Meyer ', 'Julie Christie ']"
5f186d67eec2a42d5d9cd0f9,After the Sunset,18%,52%,['Brett Ratner'],"['Craig Rosenberg', ' Brett Ratner', ' Paul Zbyszewski']","['Pierce Brosnan ', 'Salma Hayek ', 'Woody Harrelson ', 'Naomie Harris ', 'Russell Hornsby ']"
5f186d74eec2a42d5d9cd0fa,Walking Tall,26%,60%,['Kevin Bray'],"['David Klass', ' Channing Gibson', ' David Levien', ' Brian Koppelman']","['Dwayne Johnson ', 'Neal McDonough ', 'Johnny Knoxville ', 'John Beasley ', 'Barbara Tarbuck ']"
5f186d89eec2a42d5d9cd0fb,Forrest Gump,71%,95%,['Robert Zemeckis'],['Eric Roth'],"['Tom Hanks ', 'Robin Wright ', 'Gary Sinise ', 'Mykelti Williamson ', 'Sally Field ']"
5f186d9aeec2a42d5d9cd0fc,Bohemian Rhapsody,61%,85%,['Bryan Singer'],['Anthony McCarten'],"['Rami Malek ', 'Lucy Boynton ', 'Gwilym Lee ', 'Ben Hardy ', 'Joseph Mazzello ']"
5f186da7eec2a42d5d9cd0fd,Hitch,68%,62%,"['Andrew Tennant', ' Andy Tennant']",['Kevin Bisch'],"['Will Smith ', 'Eva Mendes ', 'Kevin James ', 'Amber Valletta ', 'Julie Ann Emery ']"
5f186db4eec2a42d5d9cd0fe,Meet the Parents,84%,79%,['Jay Roach'],"['John Hamburg', ' Jim Herzfeld', ' Jay Roach']","['Robert De Niro ', 'Ben Stiller ', 'Teri Polo ', 'Blythe Danner ', 'Owen Wilson ']"
5f186dd2eec2a42d5d9cd0ff,The Nutty Professor,85%,67%,['Jerry Lewis'],"['Jerry Lewis', ' Bill Richmond']","['Jerry Lewis ', 'Prof. Julius Ferris Kelp', 'Stella Purdy', 'Dr. Hamius R. Warfield', 'Millie Lemmon']"
5f186ddaeec2a42d5d9cd100,Fifty Shades Darker,11%,48%,['James Foley'],['Niall Leonard'],"['Dakota Johnson', 'Jamie Dornan ', 'Eric Johnson ', 'Rita Ora ', 'Luke Grimes ']"
5f186de1eec2a42d5d9cd101,Captain Phillips,93%,89%,['Paul Greengrass'],['Billy Ray'],"['Tom Hanks ', 'Catherine Keener ', 'Barkhad Abdi ', 'Michael Chernus ', 'Corey Johnson ']"
5f186debeec2a42d5d9cd102,American Wedding,54%,63%,['Jesse Dylan'],['Adam Herz'],"['Jason Biggs ', 'Seann William Scott ', 'Alyson Hannigan ', 'Eddie Kaye Thomas ', 'Thomas Ian Nicholas ']"
5f186dfaeec2a42d5d9cd103,Murder on the Orient Express,89%,79%,['Sidney Lumet'],['Paul Dehn'],"['Albert Finney ', 'Lauren Bacall ', 'Ingrid Bergman ', 'Sean Connery ', 'Martin Balsam ']"
5f186e08eec2a42d5d9cd104,The Equalizer,60%,76%,['Antoine Fuqua'],['Richard Wenk'],"['Denzel Washington ', 'Marton Csokas ', 'Chloë Grace Moretz', 'David Harbour ', 'Bill Pullman ']"
5f186e12eec2a42d5d9cd105,Fifty Shades Freed,12%,37%,['James Foley'],['Niall Leonard'],"['Dakota Johnson', 'Jamie Dornan ', 'Eric Johnson ', 'Rita Ora ', 'Luke Grimes ']"
5f186e1ceec2a42d5d9cd106,Casper,47%,49%,['Brad Silberling'],"['Deanna Oliver', ' Sheri Stoner']","['Christina Ricci ', 'Bill Pullman ', 'Cathy Moriarty ', 'Eric Idle ', 'Malachi Pearson ']"
5f186e27eec2a42d5d9cd107,Date Night,66%,55%,['Shawn Levy'],"['Shawn Levy', ' Josh Klausner']","['Steve Carell ', 'Tina Fey ', 'Mark Wahlberg ', 'Taraji P. Henson ', 'Jimmi Simpson ']"
5f186e37eec2a42d5d9cd108,Maid in Manhattan,39%,43%,['Wayne Wang'],"['John Hughes', ' Kevin Wade']","['Ralph Fiennes ', 'Jennifer Lopez ', 'Natasha Richardson ', 'Stanley Tucci ', 'Bob Hoskins ']"
5f186e47eec2a42d5d9cd109,Crimson Tide,88%,83%,['Tony Scott'],"['Quentin Tarantino', ' Michael Schiffer', ' Richard P. Henrick']","['Denzel Washington ', 'Gene Hackman ', 'George Dzundza ', 'Viggo Mortensen ', 'James Gandolfini ']"
5f186e52eec2a42d5d9cd10a,Flightplan,37%,48%,['Robert Schwentke'],"['Peter A. Dowling', ' Billy Ray']","['Jodie Foster ', 'Peter Sarsgaard ', 'Sean Bean ', 'Kate Beahan ', 'Michael Irby ']"
5f186e5ceec2a42d5d9cd10b,Disclosure,59%,41%,['Barry Levinson'],"['Paul Attanasio', ' Michael Crichton']","['Michael Douglas ', 'Demi Moore ', 'Donald Sutherland ', 'Caroline Goodall ', 'Roma Maffia ']"
5f186e63eec2a42d5d9cd10c,City of Angels,58%,82%,['Brad Silberling'],['Dana Stevens'],"['Nicolas Cage ', 'Meg Ryan ', 'Andre Braugher ', 'Dennis Franz ', 'Colm Feore ']"
5f186e6eeec2a42d5d9cd10d,R.V.,23%,45%,['Barry Sonnenfeld'],['Geoff Rodkey'],"['Robin Williams ', 'Cheryl Hines ', ""Joanna 'JoJo' Levesque "", 'Josh Hutcherson ', 'Jeff Daniels ']"
5f186e82eec2a42d5d9cd10e,Bowfinger,81%,61%,['Frank Oz'],['Steve Martin'],"['Steve Martin ', 'Eddie Murphy ', 'Heather Graham ', 'Christine Baranski ', 'Terence Stamp ']"
5f186e8deec2a42d5d9cd10f,Kill Bill: Volume 2,84%,89%,['Quentin Tarantino'],['Quentin Tarantino'],"['Uma Thurman ', '', '', '', '']"
5f186e95eec2a42d5d9cd110,Death Becomes Her,52%,61%,['Robert Zemeckis'],"['Robert Zemeckis', ' Martin Donovan', ' David Koepp']","['Meryl Streep ', 'Goldie Hawn ', 'Bruce Willis ', 'Isabella Rossellini ', 'Ian Ogilvy ']"
5f186e9ceec2a42d5d9cd111,Shanghai Noon,79%,65%,['Tom Dey'],"['Miles Millar', ' Alfred Gough']","['Jackie Chan ', 'Owen Wilson ', 'Lucy Liu ', 'Brandon Merrill ', 'Roger Yuan ']"
5f186ea8eec2a42d5d9cd112,Executive Decision,64%,53%,['Stuart Baird'],"['Jim Thomas', ' John Thomas', ' Stuart Baird']","['Kurt Russell ', 'Halle Berry ', 'John Leguizamo ', 'Steven Seagal ', 'Oliver Platt ']"
5f186ec7eec2a42d5d9cd113,Alien 3,44%,47%,['David Fincher'],"['David Glier', ' David Giler', ' Walter Hill', ' Larry Ferguson', ' David Twohy', "" Dan O'Bannon"", ' Eric Red', ' William Gibson', ' Greg Pruss', ' Rex Pickett']","['Sigourney Weaver ', 'Charles S. Dutton ', 'Charles Dance ', 'Paul McGann ', 'Brian Glover ']"
5f186ed7eec2a42d5d9cd114,Muppets Most Wanted,80%,58%,['James Bobin'],"['James Bobin', ' Nicholas Stoller']","['Ricky Gervais ', 'Tina Fey ', 'Ty Burrell ', 'Ray Liotta ', 'Steve Whitmire ']"
5f186ee1eec2a42d5d9cd115,Evita,63%,68%,['Alan Parker'],"['Oliver Stone', ' Alan Parker']","['Madonna ', 'Antonio Banderas ', 'Jonathan Pryce ', 'Jimmy Nail ', 'Victoria Sus ']"
5f186eebeec2a42d5d9cd116,Kubo and the Two Strings,97%,86%,['Travis Knight'],"['Marc Haimes', ' Chris Butler']","['Art Parkinson ', 'Charlize Theron ', 'Ralph Fiennes ', 'Rooney Mara ', 'George Takei ']"
5f186ef2eec2a42d5d9cd117,Ronin,67%,80%,['John Frankenheimer'],"['John Frankenheimer', ' J.D. Zeik', ' David Mamet']","['Robert De Niro ', 'Jean Reno ', 'Natascha McElhone ', 'Stellan Skarsgård ', 'Sean Bean ']"
5f186ef9eec2a42d5d9cd118,Burlesque,36%,64%,['Steve Antin'],"['In Theaters:Nov 24', ' 2010\xa0wide']","['Cher ', 'Christina Aguilera ', 'Cam Gigandet ', 'Stanley Tucci ', 'Kristen Bell ']"
5f186f07eec2a42d5d9cd119,Changeling,83%,79%,['Peter Medak'],"['Diana Maddox', ' William Gray Espy']","['George C. Scott ', 'Trish Van Devere ', 'Melvyn Douglas ', 'John Colicos ', 'Jean Marsh ']"
5f186f27eec2a42d5d9cd11a,Instinct,27%,67%,['Jon Turteltaub'],['Gerald DiPego'],"['Anthony Hopkins ', 'Cuba Gooding Jr. ', 'Donald Sutherland ', 'Maura Tierney ', 'George Dzundza ']"
5f186f39eec2a42d5d9cd11b,Stuck On You,61%,35%,"['Bobby Farrelly', ' Peter Farrelly']","['Peter Farrelly', ' Bobby Farrelly', ' Charles B. Wessler', ' Bennett Yellin']","['Matt Damon ', 'Greg Kinnear ', 'Eva Mendes ', 'Wen Yann Shih ', 'Seymour Cassel ']"
5f186f49eec2a42d5d9cd11c,Semi-Pro,22%,38%,['Kent Alterman'],['Scot Armstrong'],"['Will Ferrell ', 'Woody Harrelson ', 'André Benjamin ', 'Maura Tierney ', 'Andrew Daly ']"
5f186f52eec2a42d5d9cd11d,Annihilation,88%,66%,['Alex Garland'],['Alex Garland'],"['Natalie Portman ', 'Jennifer Jason Leigh ', 'Gina Rodriguez ', 'Tessa Thompson ', 'Tuva Novotny ']"
5f186f58eec2a42d5d9cd11e,Crimson Peak,73%,55%,['Guillermo del Toro'],"['Guillermo del Toro', ' Matthew Robbins', ' Lucinda Coxon']","['Mia Wasikowska ', 'Jessica Chastain ', 'Tom Hiddleston ', 'Charlie Hunnam ', 'Jim Beaver ']"
5f186f62eec2a42d5d9cd11f,Aeon Flux,9%,39%,['Karyn Kusama'],"['Phil Hay', ' Matt Manfredi', ' Karyn Kusama']","['Charlize Theron ', 'Marton Csokas ', 'Jonny Lee Miller ', 'Sophie Okonedo ', 'Frances McDormand ']"
5f186f83eec2a42d5d9cd120,Gods and Generals,8%,64%,['Ronald F. Maxwell'],['Ronald F. Maxwell'],"['Jeff Daniels ', 'Stephen Lang ', 'Robert Duvall ', 'Mira Sorvino ', 'Kevin Conway ']"
5f186f9eeec2a42d5d9cd121,Bullet to the Head,46%,39%,['Walter Hill'],"['Walter Hill', ' Alessandro Camon']","['Sylvester Stallone ', 'Sung Kang ', 'Sarah Shahi ', 'Adewale Akinnuoye-Agbaje ', 'Jason Momoa ']"
5f186fa5eec2a42d5d9cd122,Thunderbirds,19%,36%,['Jonathan Frakes'],"['William Osborne', ' Michael McCullers']","['Bill Paxton ', 'Brady Corbet ', 'Ben Kingsley ', 'Sophia Myles ', 'Philip Winchester ']"
5f186fb2eec2a42d5d9cd123,Lucky You,29%,28%,['Curtis Hanson'],"['Curtis Hanson', ' Eric Roth']","['Eric Bana ', 'Drew Barrymore ', 'Robert Duvall ', 'Debra Messing ', 'Horatio Sanz ']"
5f186fc0eec2a42d5d9cd124,Eye See You,19%,28%,['Jim Gillespie'],"['Patrick Smith Kelly', ' Ron L. Brinkerhoff']","['Sylvester Stallone ', 'Charles S. Dutton ', 'Polly Walker ', 'Kris Kristofferson ', 'Christopher Fulford ']"
5f186fcceec2a42d5d9cd125,Superman II,87%,76%,"['Richard Lester', ' Richard Donner']","['Mario Puzo', ' David Newman', ' Leslie Newman']","['Christopher Reeve ', 'Gene Hackman ', 'Margot Kidder ', 'Ned Beatty ', 'Jackie Cooper ']"
5f186fdbeec2a42d5d9cd126,"You, Me and Dupree",20%,50%,"['Anthony Russo', ' Joe Russo']",['Michael LeSieur'],"['Owen Wilson ', 'Kate Hudson ', 'Matt Dillon ', 'Michael Douglas ', 'Seth Rogen ']"
5f186fe8eec2a42d5d9cd127,Seven Pounds,26%,75%,['Gabriele Muccino'],['Grant Nieporte'],"['Will Smith ', 'Rosario Dawson ', 'Woody Harrelson ', 'Michael Ealy ', 'Barry Pepper ']"
5f186ff1eec2a42d5d9cd128,Elizabethtown,29%,66%,['Cameron Crowe'],['Cameron Crowe'],"['Orlando Bloom ', 'Kirsten Dunst ', 'Susan Sarandon ', 'Alec Baldwin ', 'Bruce McGill ']"
5f186ffaeec2a42d5d9cd129,Gigli,6%,13%,['Martin Brest'],['Martin Brest'],"['Ben Affleck ', 'Jennifer Lopez ', 'Justin Bartha ', 'Lenny Venito ', 'Christopher Walken ']"
5f187002eec2a42d5d9cd12a,Shaft,33%,94%,['Tim Story'],"['Kenya Barris', ' Alex Barnow']","['Samuel L. Jackson ', 'Jessie T. Usher ', 'Regina Hall ', 'Alexandra Shipp ', 'Matt Lauria ']"
5f18700beec2a42d5d9cd12b,Law Abiding Citizen,26%,75%,['F. Gary Gray'],"['Kurt Wimmer', ' Frank Darabont']","['Jamie Foxx ', 'Gerard Butler ', 'Colm Meaney ', 'Bruce McGill ', 'Leslie Bibb ']"
5f187030eec2a42d5d9cd12c,Domestic Disturbance,24%,37%,['Harold Becker'],['Lewis Colick'],"['John Travolta ', 'Vince Vaughn ', ""Matt O'Leary "", 'Teri Polo ', 'Steve Buscemi ']"
5f187037eec2a42d5d9cd12d,Flags of Our Fathers,73%,69%,['Clint Eastwood'],"['Clint Eastwood', ' William Broyles', ' Paul Haggis']","['Ryan Phillippe ', 'Jesse Bradford ', 'Adam Beach ', 'John Benjamin Hickey ', 'John Slattery ']"
5f187041eec2a42d5d9cd12e,Grindhouse,84%,87%,"['Robert Rodriguez', ' Eli Roth', ' Quentin Tarantino', ' Edgar Wright', ' Rob Zombie']","['Robert Rodriguez', ' Rob Zombie', ' Edgar Wright', ' Quentin Tarantino', ' Jeff Rendell', ' Eli Roth']","['Rose McGowan ', 'Kurt Russell ', 'Freddy Rodriguez ', 'Rosario Dawson ', 'Josh Brolin ']"
5f18705aeec2a42d5d9cd12f,Zero Dark Thirty,91%,80%,['Kathryn Bigelow'],['Mark Boal'],"['Jessica Chastain ', 'Jason Clarke ', 'Joel Edgerton ', 'Edgar Ramirez ', 'Kyle Chandler ']"
5f187067eec2a42d5d9cd130,Catch Me if You Can,96%,89%,['Steven Spielberg'],['Jeff Nathanson'],"['Leonardo DiCaprio ', 'Tom Hanks ', 'Christopher Walken ', 'Martin Sheen ', 'Nathalie Baye ']"
5f187099eec2a42d5d9cd131,The Change-Up,25%,47%,['David Dobkin'],"['Scott Moore', ' Jon Lucas']","['Ryan Reynolds ', 'Jason Bateman ', 'Leslie Mann ', 'Olivia Wilde ', 'Alan Arkin ']"
5f1870a2eec2a42d5d9cd132,From Paris With Love,38%,54%,['Pierre Morel'],['Adi Hasak'],"['John Travolta ', 'Jonathan Rhys Meyers ', 'Kasia Smutniak ', 'Amber Rose Revah ', 'Richard Durden ']"
5f1870adeec2a42d5d9cd133,Bulletproof Monk,23%,38%,['Paul Hunter'],"['Ethan Reiff', ' Cyrus Voris']","['Yun-Fat Chow ', 'Seann William Scott ', 'Jaime King ', 'Karel Roden ', 'Victoria Smurfit ']"
5f1870b4eec2a42d5d9cd134,Barnyard: The Original Party Animals,22%,52%,['Steve Oedekerk'],['Steve Oedekerk'],"['Kevin James ', 'Courteney Cox ', 'Sam Elliott ', 'Danny Glover ', 'Wanda Sykes ']"
5f1870cceec2a42d5d9cd135,Deck the Halls,6%,30%,['John Whitesell'],"['Matt Corman', ' Chris Ord', ' Don Rhymer']","['Danny DeVito ', 'Matthew Broderick ', 'Kristin Davis ', 'Kristin Chenoweth ', 'Alia Shawkat ']"
5f1870d8eec2a42d5d9cd136,Greyhound,79%,77%,['Aaron Schneider'],['Tom Hanks'],"['Tom Hanks ', 'Stephen GrahamRob MorganElisabeth ShueKarl GlusmanManuel Garcia-RulfoDevin Druid ', 'Lee NorrisTom BrittneyMatthew Zuk ', 'Adam AalderksMichael Benz ', 'David Maldonado ']"
5f1870dfeec2a42d5d9cd137,The Twilight Saga: New Moon,28%,61%,['Chris Weitz'],"['Chris Weitz', ' Melissa Rosenberg', ' Stephenie Meyer']","['Kristen Stewart ', 'Robert Pattinson ', 'Taylor Lautner ', 'Ashley Greene ', 'Rachelle Lefevre ']"
5f1870efeec2a42d5d9cd138,Shrek,88%,90%,"['Vicky Jenson', ' Andrew Adamson']","['Joe Stillman', ' Roger S.H. Schulman', ' Terry Rossio', ' Ted Elliott', ' Conrad Vernon', ' Cody Cameron']","['Mike Myers ', 'Eddie Murphy ', 'Cameron Diaz ', 'John Lithgow ', 'Vincent Cassel ']"
5f1870ffeec2a42d5d9cd139,22 Jump Street,85%,77%,"['Phil Lord', ' Christopher Miller']","['Rodney Rothman', ' Phil Lord', ' Michael Bacall', ' Oren Uziel']","['Jonah Hill ', 'Channing Tatum ', 'Peter Stormare ', 'Ice Cube ', '']"
5f187108eec2a42d5d9cd13a,Robin Hood: Prince of Thieves,52%,72%,['Kevin Reynolds'],"['Pen Densham', ' John Watson']","['Kevin Costner ', 'Alan Rickman ', 'Morgan Freeman ', 'Mary Elizabeth Mastrantonio ', 'Christian Slater ']"
5f187118eec2a42d5d9cd13b,Jerry Maguire,83%,79%,['Cameron Crowe'],['Cameron Crowe'],"['Tom Cruise ', 'Cuba Gooding Jr. ', 'Renée Zellweger ', 'Kelly Preston ', ""Jerry O'Connell ""]"
5f187122eec2a42d5d9cd13c,As Good as it Gets,85%,86%,['James L. Brooks'],"['Mark Andrus', ' James L. Brooks']","['Jack Nicholson ', 'Helen Hunt ', 'Greg Kinnear ', 'Cuba Gooding Jr. ', 'Skeet Ulrich ']"
5f187130eec2a42d5d9cd13d,Patch Adams,22%,73%,['Tom Shadyac'],['Steve Oedekerk'],"['Robin Williams ', 'Daniel London ', 'Monica Potter ', 'Philip Seymour Hoffman ', 'Josef Sommer ']"
5f18713ceec2a42d5d9cd13e,Central Intelligence,71%,61%,['Rawson Marshall Thurber'],"['Rawson Marshall Thurber', ' Ike Barinholtz', ' David Stassen']","['Dwayne Johnson ', '', '', 'Agentka Pamela Harris', 'Maggie']"
5f187148eec2a42d5d9cd13f,Anchorman 2: The Legend Continues,74%,52%,['Adam McKay'],"['Adam McKay', ' Will Ferrell']","['Will Ferrell ', 'Paul Rudd ', 'Steve Carell ', 'David Koechner ', 'Christina Applegate ']"
5f187156eec2a42d5d9cd140,Super 8,81%,75%,['J.J. Abrams'],['J.J. Abrams'],"['Kyle Chandler ', 'Elle Fanning ', 'Joel Courtney ', 'Gabriel Basso ', 'Noah Emmerich ']"
5f187165eec2a42d5d9cd141,Mr. Deeds,22%,59%,['Steven Brill'],['Tim Herlihy'],"['Adam Sandler ', 'Winona Ryder ', 'Peter Gallagher ', 'John Turturro ', 'Jared Harris ']"
5f187172eec2a42d5d9cd142,Erin Brockovich,84%,81%,['Steven Soderbergh'],"['Richard LaGravenese', ' Steven Soderbergh', ' Susannah Grant']","['Julia Roberts ', 'Aaron Eckhart ', 'Albert Finney ', 'Marg Helgenberger ', 'Cherry Jones ']"
5f18717beec2a42d5d9cd143,Creed II,84%,79%,['Steven Caple Jr.'],"['Sascha Penn', ' Cheo Hodari Coker', ' Juel Taylor', ' Sylvester Stallone']","['Michael B. Jordan ', 'Tessa Thompson ', 'Sylvester Stallone ', 'Dolph Lundgren ', 'Phylicia Rashad ']"
5f187188eec2a42d5d9cd144,How to Lose a Guy in 10 Days,42%,77%,['Donald Petrie'],"['Burr Steers', ' Brian Regan', ' Kristen Buckley', ' Donald Petrie']","['Kate Hudson ', 'Matthew McConaughey ', 'Kathryn Hahn ', 'Annie Parisse ', 'Adam Goldberg ']"
5f18719aeec2a42d5d9cd145,Yes Man,46%,66%,['Peyton Reed'],"['Andrew Mogel', ' Jarrad Paul', ' Nicholas Stoller']","['Jim Carrey ', 'Zooey Deschanel ', 'Bradley Cooper ', 'Rhys Darby ', 'John Michael Higgins ']"
5f1871a4eec2a42d5d9cd146,Non-Stop,57%,75%,['Hiroyuki Tanaka'],['Hiroyuki Tanaka'],"['Tomoro Taguchi ', 'Diamond Yukai ', ""Shin'ichi Tsutsumi "", 'Daimond YukaiHiroyuki Tanaka']"
5f1871b1eec2a42d5d9cd147,Stepmom,45%,75%,['Chris Columbus'],"['Gigi Levangie Grazer', ' Jessie Nelson', ' Steven Rogers', ' Karen Leigh Hopkins', ' Ronald Bass']","['Susan Sarandon ', 'Julia Roberts ', 'Ed Harris ', 'Jena Malone ', 'Liam Aiken ']"
5f1871bbeec2a42d5d9cd148,Failure to Launch,24%,52%,['Tom Dey'],"['Tom Dey', ' Tom J. Astle', ' Matt Ember']","['Matthew McConaughey ', 'Sarah Jessica Parker ', 'Zooey Deschanel ', 'Justin Bartha ', 'Bradley Cooper ']"
5f1871c4eec2a42d5d9cd149,Inside Man,86%,85%,['Spike Lee'],"['Russell Gewirtz', ' Spike Lee']","['Denzel Washington ', 'Clive Owen ', 'Jodie Foster ', 'Christopher Plummer ', 'Willem Dafoe ']"
5f1871cfeec2a42d5d9cd14a,The Emoji Movie,7%,37%,['Anthony Leondis'],"['Anthony Leondis', ' Eric Siegel', ' Mike White']","['T.J. Miller ', 'James Corden ', 'Anna Faris ', 'Maya Rudolph ', 'Steven Wright ']"
5f1871deeec2a42d5d9cd14b,The Post,88%,73%,['Steven Spielberg'],"['Liz Hannah', ' Josh Singer']","['Meryl Streep ', 'Tom Hanks ', 'Alison Brie ', 'Sarah Paulson ', 'Bob Odenkirk ']"
5f1871eeeec2a42d5d9cd14c,Congo,22%,29%,['Frank Marshall'],['John Patrick Shanley'],"['Dylan Walsh ', 'Laura Linney ', 'Ernie Hudson ', 'Tim Curry ', 'Grant Heslov ']"
5f1871f8eec2a42d5d9cd14d,Knowing,33%,42%,['Alex Proyas'],"['Juliet Snowden', ' Stiles White', ' Ryne Douglas Pearson', ' Alex Proyas', ' Ryne Douglas Pearson', ' Stuart Hazeldine']","['Nicolas Cage ', 'Chandler Canterbury ', 'Rose Byrne ', 'Lara Robinson ', 'Ben Mendelsohn ']"
5f187204eec2a42d5d9cd14e,We Bought a Zoo,65%,71%,['Cameron Crowe'],"['Aline Brosh McKenna', ' Cameron Crowe']","['Matt Damon ', 'Scarlett Johansson ', 'Thomas Haden Church ', 'Colin Ford ', 'Maggie Elizabeth Jones ']"
5f18720beec2a42d5d9cd14f,Moneyball,94%,86%,['Bennett Miller'],"['Steven Zaillian', ' Aaron Sorkin']","['Brad Pitt ', 'Jonah Hill ', 'Philip Seymour Hoffman ', 'Robin Wright ', 'Chris Pratt ']"
5f187218eec2a42d5d9cd150,Garfield: The Movie,15%,37%,['Peter Hewitt'],"['Joel Cohen', ' Alec Sokolow']","['Breckin Meyer ', 'Jennifer Love Hewitt ', 'Bill Murray ', 'Stephen Tobolowsky ', 'Evan Arnold ']"
5f187227eec2a42d5d9cd151,Christmas with the Kranks,5%,38%,['Joe Roth'],['Chris Columbus'],"['Tim Allen ', 'Jamie Lee Curtis ', 'Dan Aykroyd ', 'M. Emmet Walsh ', 'Elizabeth Franz ']"
5f18722eeec2a42d5d9cd152,V for Vendetta,73%,90%,['James McTeigue'],"['James McTeigue', ' Lilly Wachowski', ' Lana Wachowski']","['Natalie Portman ', 'Hugo Weaving ', 'Stephen Rea ', 'John Hurt ', 'Stephen Fry ']"
5f187236eec2a42d5d9cd153,Outbreak,60%,56%,['Wolfgang Petersen'],"['Laurence Dworet', ' Robert Roy Pool']","['Rene Russo ', 'Dustin Hoffman ', 'Morgan Freeman ', 'Kevin Spacey ', 'Donald Sutherland ']"
